Title,netflix_genre,Imdb,Age_ratings,Runtime,Year,Director
Liss Pereira: Adulting,Comedy,6.8,N/A,1h 3min,2022,Julio César Gaviria
The Christmas Chronicles: Part Two,"Comedy, Kids & Family, Fantasy",6.0,PG,1h 52min,2020,Chris Columbus
The Old Guard,"Action & Adventure, Fantasy, Mystery & Thriller",6.6,R,2h 5min,2020,Gina Prince-Bythewood
Project Power,"Action & Adventure, Science-Fiction, Mystery & Thriller, Crime",6.0,R,1h 53min,2020,Ariel Schulman
Manhunt,"Mystery & Thriller, Crime, Action & Adventure",5.2,N/A,1h 40min,2017,John Woo
Death to 2020,Comedy,6.8,N/A,1h 10min,2020,Al Campbell
Crip Camp: A Disability Revolution,"Documentary, History",7.7,R,1h 46min,2020,Nicole Newnham
Tell Me Who I Am,"Drama, Documentary",7.6,N/A,1h 25min,2019,Ed Perkins
Bill Burr: Paper Tiger,Comedy,8.1,N/A,1h 7min,2019,Mike Binder
Game Over,"Drama, Mystery & Thriller, Horror, Science-Fiction",6.9,N/A,1h 42min,2019,Ashwin Saravanan
Joan Didion: The Center Will Not Hold,Documentary,7.5,N/A,1h 32min,2017,Griffin Dunne
The Worthy,"Mystery & Thriller, Science-Fiction, Fantasy, Kids & Family, Action & Adventure, Made in Europe",5.1,N/A,1h 35min,2016,Ali F. Mostafa
The Last Kids on Earth: Happy Apocalypse to You,Comedy,N/A,G,1h 31min,2021,Steve Rolston
American Girl,Drama,7.1,N/A,1h 41min,2021,Fiona Roan
M8 - When Death Rescues Life,"Mystery & Thriller, Drama",7.0,N/A,1h 24min,2019,Jeferson De
Really Love,"Drama, Romance",6.1,N/A,1h 35min,2020,Angel Kristi Williams
Brazen,"Mystery & Thriller, Drama, Crime, Romance",4.1,N/A,1h 34min,2022,Monika Mitchell
Making Malinche: A Documentary by Nacho Cano,"Music & Musical, Documentary",4.8,N/A,1h 29min,2021,Marta Hermida
Vince & Kath & James,Romance,6.8,N/A,1h 56min,2016,Theodore Boborol
4th Republic,"Mystery & Thriller, Drama",6.4,N/A,1h 59min,2019,N/A
Double XL,"Drama, Comedy",4.6,N/A,2h 8min,2022,Satramm Ramani
When We First Met,"Comedy, Fantasy, Romance",6.4,PG-13,1h 37min,2018,Ari Sandel
1922,"Crime, Drama, Documentary, Horror, Mystery & Thriller",6.2,N/A,1h 42min,2017,Zak Hilditch
Angela's Christmas Wish,"Animation, Comedy, Drama, Kids & Family",7.1,G,47min,2020,Damien O'Connor
Between Two Ferns: The Movie,Comedy,6.1,N/A,1h 22min,2019,Scott Aukerman
The Yin Yang Master,"Action & Adventure, Drama, Fantasy, Romance",N/A,N/A,1h 53min,2021,Li Weiran
The Meyerowitz Stories (New and Selected),"Comedy, Drama",6.9,N/A,1h 50min,2017,Noah Baumbach
Your Son,"Mystery & Thriller, Drama, Crime, Action & Adventure, Made in Europe",6.1,N/A,1h 43min,2018,Miguel Ángel Vivas
Dave Chappelle: Sticks & Stones,Comedy,8.3,R,1h 5min,2019,Stan Lathan
The Dreamseller,Drama,6.1,N/A,1h 36min,2016,Jayme Monjardim
A Sun,Drama,N/A,N/A,2h 35min,2019,Chung Mong-Hong
Jersey,"Drama, Sport, Romance",7.3,N/A,2h 55min,2022,Gowtam Tinnanuri
The Witcher: Fireplace,,N/A,N/A,59min,2021,N/A
Strong Island,"Documentary, Crime",6.4,N/A,1h 47min,2017,Yance Ford
The Black Godfather,"Documentary, Music & Musical",7.5,N/A,1h 58min,2019,Reginald Hudlin
Anek,"Mystery & Thriller, Sport, Action & Adventure, Drama",6.5,N/A,2h 26min,2022,Anubhav Sinha
Puppy Star Christmas,"Kids & Family, Comedy",3.6,PG,1h 31min,2018,Robert Vince
Forensic,"Mystery & Thriller, Crime",6.8,PG-13,2h 14min,2020,Akhil Paul
A Choo,"Comedy, Romance, Action & Adventure, Fantasy",5.4,N/A,1h 41min,2020,Kevin Ko
Francesco De Carlo: Cose di Questo Mondo,Comedy,6.3,N/A,1h 1min,2019,Francesco Imperato
Jo Koy: In His Elements,Comedy,5.4,N/A,55min,2020,Michael McKay
Tuesdays And Fridays,"Romance, Comedy",4.5,N/A,1h 46min,2021,Taranveer Singh
Mi amigo Alexis,"Comedy, Drama, Kids & Family, Sport",5.1,N/A,1h 40min,2019,Alejandro Fernández Almendras
Will You Marry?,Drama,4.6,N/A,1h 26min,2021,Veronica Velasco
Aditi Mittal: Things They Wouldn't Let Me Say,Comedy,4.4,N/A,1h 2min,2017,Fazila Allana
Bāhubali 2: The Conclusion,"Action & Adventure, Fantasy, Drama",8.2,N/A,2h 48min,2017,S. S. Rajamouli
Merry Men 2: Another Mission,"Comedy, Action & Adventure",6.6,N/A,1h 54min,2019,Moses Inwang
365 Days,"Drama, Romance, Made in Europe",3.3,N/A,1h 54min,2020,Tomasz Mandes
Don't Listen,"Drama, Horror, Mystery & Thriller, Made in Europe",N/A,N/A,1h 38min,2020,Ángel Gómez Hernández
Bigfoot Family,"Animation, Action & Adventure, Kids & Family",5.8,G,1h 37min,2020,Ben Stassen
My Octopus Teacher,Documentary,8.1,N/A,1h 25min,2020,Philippa Ehrlich
"Oh, Ramona!","Romance, Comedy, Made in Europe",4.8,R,1h 49min,2019,Cristina Jacob
Mudbound,"Drama, War & Military",7.4,R,2h 14min,2017,Dee Rees
The White Tiger,"Drama, Crime",7.1,R,2h 5min,2021,Ramin Bahrani
August: Osage County,"Drama, Comedy, Made in Europe",7.2,R,2h 1min,2013,John Wells
Blue Jay,"Drama, Romance",7.3,N/A,1h 21min,2016,Alexandre Lehmann
The Legacy of the Bones,"Mystery & Thriller, Crime, Made in Europe",6.4,N/A,2h 1min,2019,Fernando González Molina
The 3rd Eye,"Mystery & Thriller, Animation, Drama, Fantasy, Horror, Made in Europe",5.1,N/A,1h 47min,2017,Jérôme Perrillat-Collomb
Tau,"Horror, Science-Fiction, Mystery & Thriller",5.8,R,1h 37min,2018,Federico D'Alessandro
Cowspiracy: The Sustainability Secret,Documentary,8.1,N/A,1h 30min,2014,Keegan Kuhn
The Edge of Democracy,"Documentary, History",7.3,N/A,1h 53min,2019,Petra Costa
A Witches' Ball,"Fantasy, Comedy, Kids & Family",5.1,PG,1h 31min,2017,Justin G. Dyck
Spirit Riding Free: Spirit of Christmas,"Animation, Action & Adventure, Comedy, Drama, Kids & Family",5.2,PG,45min,2019,Kevin Wotton
The Life Ahead,"Drama, Made in Europe",6.8,PG-13,1h 34min,2020,Edoardo Ponti
Bridgerton - The Afterparty,,N/A,N/A,38min,2021,N/A
Aziz Ansari: Right Now,Comedy,7.5,N/A,1h 5min,2019,Spike Jonze
Upcoming Summer,Drama,6.8,N/A,1h 55min,2021,Leste Chen
Cops and Robbers,Animation,6.9,PG-13,8min,2020,Timothy Ware-Hill
Mako,"Drama, Mystery & Thriller, Action & Adventure",N/A,N/A,1h 31min,2021,Mohamed Hisham Al Rashidi
Weapon of Choice,"Documentary, Made in Europe",4.9,N/A,1h 30min,2018,Fritz Ofner
Ricardo Quevedo: los amargados somos más,Comedy,7.2,N/A,58min,2019,Fernando Ayllón
A Babysitter's Guide to Monster Hunting,"Comedy, Kids & Family, Fantasy",5.4,PG,1h 34min,2020,Rachel Talalay
The Amazing Praybeyt Benjamin,"Drama, Comedy, Fantasy, Romance, Action & Adventure",4.1,N/A,1h 45min,2014,Wenn V. Deramas
Hamid,Drama,7.7,N/A,1h 48min,2019,Aijaz Khan
How I Became a Super Hero,"Comedy, Drama, Fantasy, Mystery & Thriller, Action & Adventure, Science-Fiction",5.8,N/A,1h 37min,2020,Douglas Attal
Kuroko's Basketball the Movie: Last Game,"Animation, Drama, Sport",7.7,N/A,1h 31min,2017,Shunsuke Tada
Ricardo Quevedo: Hay gente así,Comedy,6.4,N/A,58min,2018,N/A
Refugiado,"Drama, Mystery & Thriller, Made in Europe",6.3,R,1h 35min,2014,Diego Lerman
The Bubble,Comedy,4.7,R,2h 6min,2022,Judd Apatow
Nappily Ever After,"Comedy, Romance, Drama",6.4,NC-17,1h 38min,2018,Haifaa al-Mansour
Wish You,"Drama, Music & Musical, Romance",6.4,PG,1h 41min,2021,Sung Do-joon
The Yin-Yang Master: Dream of Eternity,"Romance, Science-Fiction, Action & Adventure, Drama, Fantasy, Mystery & Thriller",6.4,PG-13,2h 12min,2020,Guo Jingming
"Hello, Love, Goodbye","Drama, Romance",7.3,N/A,1h 58min,2019,Cathy Garcia-Molina
Moxie,"Comedy, Drama, Music & Musical",6.7,PG-13,1h 51min,2021,Amy Poehler
War Machine,"Comedy, Drama, War & Military",6.0,R,2h 2min,2017,David Michôd
Rebecca,"Drama, Mystery & Thriller, Romance",6.0,PG-13,2h 3min,2020,Ben Wheatley
The Photographer of Mauthausen,"Mystery & Thriller, War & Military, Drama, History, Made in Europe",6.7,R,1h 50min,2018,Mar Targarona
Ma Rainey's Black Bottom,"Drama, Music & Musical, Documentary",6.9,R,1h 34min,2020,George C. Wolfe
A Fortunate Man,"Drama, Romance, Made in Europe",7.2,N/A,2h 42min,2018,Bille August
A Trash Truck Christmas,"Animation, Comedy, Kids & Family",5.5,G,28min,2020,N/A
I Am Jonas,"Drama, Romance, Made in Europe",7.0,N/A,1h 22min,2018,Christophe Charrier
High & Low The Movie,Action & Adventure,6.4,N/A,2h 9min,2016,Shigeaki Kubo
Rebirth,"Mystery & Thriller, Documentary",5.0,N/A,1h 41min,2016,Karl Mueller
The American Meme,Documentary,6.2,N/A,1h 35min,2018,Bert Marcus
Jinxed,"Comedy, Kids & Family",6.3,G,1h 10min,2013,Stephen Herek
Through My Window,"Drama, Romance, Comedy",5.4,R,1h 52min,2022,Marçal Forés
Kiss of Life,"Comedy, Romance, Drama",5.9,G,1h 42min,2015,Şenol Sönmez
F3: Fun and Frustration,"Comedy, Kids & Family, Romance",4.7,N/A,2h 28min,2022,Anil Ravipudi
Kaali Khuhi,"Horror, Drama, Mystery & Thriller",3.6,N/A,1h 30min,2020,Terrie Samundra
Bāhubali: The Beginning,"Action & Adventure, Drama, Fantasy",8.0,N/A,2h 38min,2015,S. S. Rajamouli
Lee Su-geun: The Sense Coach,Comedy,4.2,N/A,45min,2021,Kim Joo-hyung
Love You to the Stars and Back,"Comedy, Drama, Romance",7.4,N/A,1h 51min,2017,Antoinette Jadaone
Super Monsters: The New Class,Animation,N/A,N/A,24min,2020,N/A
Starting Over Again,"Romance, Comedy, Drama, Documentary, Made in Europe",8.3,N/A,2h 10min,2014,Olivia M. Lamasan
Private Network: Who Killed Manuel Buendía?,"Documentary, History, Crime",6.8,N/A,1h 40min,2021,Manuel Alcalá
Bhangra Paa Le,"Music & Musical, Drama, Comedy",6.4,N/A,2h 11min,2020,Sneha Taurani
Perfume Imaginary Museum “Time Warp”,Music & Musical,6.3,N/A,53min,2020,N/A
The Poison Rose,"Mystery & Thriller, Crime, Drama, Made in Europe",4.7,R,1h 48min,2019,Francesco Cinquemani
Fenced In,"Comedy, Fantasy, Kids & Family",4.4,N/A,1h 50min,2022,Roberto Santucci
Apostle,"Horror, Mystery & Thriller, Drama, Fantasy",6.3,R,2h 10min,2018,Gareth Evans
Let It Snow,"Comedy, Romance",5.8,PG-13,1h 33min,2019,Luke Snellin
The Hand of God,Drama,7.4,R,2h 10min,2021,Paolo Sorrentino
Berlin Syndrome,"Mystery & Thriller, Drama, Horror",6.3,R,1h 56min,2017,Cate Shortland
Jungle Beat: The Movie,"Comedy, Kids & Family, Fantasy, Science-Fiction, Animation",5.4,G,1h 24min,2020,Brent Dawes
Puff: Wonders of the Reef,"Documentary, Kids & Family",7.1,PG,59min,2021,Nick Robinson
A Fairly Odd Summer,"Comedy, Fantasy, Animation, Kids & Family",3.8,G,1h 6min,2014,Savage Steve Holland
The Legend of Cocaine Island,Documentary,6.3,N/A,1h 27min,2018,Theo Love
High Flying Bird,"Drama, Sport",6.2,N/A,1h 30min,2019,Steven Soderbergh
Lokillo: Nothing's the Same,Comedy,4.8,N/A,1h 4min,2021,José Julián Gaviria
Yucatán,"Comedy, Romance, Made in Europe",5.6,PG,2h 9min,2018,Daniel Monzón
Swallow,"Mystery & Thriller, Drama, History",3.9,N/A,2h 8min,2021,Kunle Afolayan
Life Overtakes Me,Documentary,5.0,N/A,39min,2019,Kristine Samuelson
The Irishman: In Conversation,Documentary,N/A,N/A,23min,2019,N/A
Feo pero Sabroso,Comedy,4.3,N/A,1h 30min,2019,Fernando Ayllón
Mucize,"Drama, Comedy, Romance, Documentary, Made in Europe",7.6,PG-13,2h 16min,2015,Mahsun Kırmızıgül
Happy Old Year,"Drama, Romance",7.2,N/A,1h 53min,2019,Nawapol Thamrongrattanarit
Sardar Ka Grandson,"Comedy, Drama, Romance",4.2,N/A,2h 20min,2021,Kaashvie Nair
Meenakshi Sundareshwar,"Comedy, Romance",6.9,N/A,2h 21min,2021,Vivek Soni
D@bbe 5: Curse of the Jinn,Horror,5.9,R,1h 53min,2014,Hasan Karacadag
Zero to Hero,"Drama, Sport",6.7,N/A,1h 42min,2021,Wan Chi-Man
122,"Horror, Mystery & Thriller",5.8,R,1h 35min,2019,Yasser Al Yasseri
Cobalt Blue,"Drama, Romance",6.5,N/A,1h 52min,2022,Sachin Kundalkar
Milea,"Drama, Romance",6.2,N/A,1h 39min,2020,Fajar Bustomi
El Ens Wa El Nems,"Action & Adventure, Comedy, Science-Fiction, Horror, Fantasy",5.3,N/A,2h 0min,2021,Sherif Arafa
The Girl and the Gun,"Mystery & Thriller, Crime, Action & Adventure",5.9,N/A,1h 20min,2019,Rae Red
Brij Mohan Amar Rahe!,"Drama, Comedy, Crime",6.6,N/A,1h 40min,2018,Nikhil Nagesh Bhat
The Kissing Booth,"Comedy, Romance",5.9,N/A,1h 45min,2018,Vince Marcello
My Amanda,"Drama, Romance",5.8,N/A,1h 29min,2021,Alessandra de Rossi
Love Like the Falling Petals,"Romance, Drama",6.5,N/A,2h 8min,2022,Yoshihiro Fukagawa
Yoo Byung Jae: Discomfort Zone,Comedy,N/A,N/A,54min,2018,Chung Yeong-joon
Marmaduke,"Animation, Comedy, Kids & Family, Action & Adventure",3.7,N/A,1h 28min,2022,Mark A.Z. Dippé
Fernando Sanjiao: Hombre,Comedy,6.4,N/A,1h 3min,2018,Raúl Campos
Thunder Force,"Comedy, Fantasy, Science-Fiction, Action & Adventure",4.5,PG-13,1h 45min,2021,Ben Falcone
Close,"Mystery & Thriller, Action & Adventure, Drama",5.7,R,1h 34min,2019,Vicky Jewson
"Crouching Tiger, Hidden Dragon: Sword of Destiny","Drama, Action & Adventure, Fantasy",6.1,PG-13,1h 43min,2016,Yuen Woo-ping
"Extremely Wicked, Shockingly Evil and Vile","Crime, Drama, Mystery & Thriller",6.7,R,1h 48min,2019,Joe Berlinger
The Colony,"Science-Fiction, Action & Adventure, Mystery & Thriller",5.4,R,1h 44min,2021,Tim Fehlbaum
The Informer,"Drama, Crime, Mystery & Thriller, Action & Adventure",6.6,R,1h 49min,2019,Andrea Di Stefano
The Knight Before Christmas,"Fantasy, Romance, Comedy, Drama",5.6,N/A,1h 32min,2019,Monika Mitchell
Dumplin',"Comedy, Drama",6.5,PG-13,1h 50min,2018,Anne Fletcher
Superlopez,"Comedy, Action & Adventure, Science-Fiction, Made in Europe",5.4,G,1h 48min,2018,Javier Ruiz Caldera
Andhadhun,"Mystery & Thriller, Drama, Comedy, Music & Musical, Crime",8.2,R,2h 19min,2018,Sriram Raghavan
The Most Hated Woman in America,"Drama, History",6.1,N/A,1h 32min,2017,Tommy O'Haver
The Boys in the Band,Drama,6.8,R,2h 1min,2020,Joe Mantello
6 Years,"Drama, Romance",5.6,N/A,1h 24min,2015,Hannah Fidell
Fun Mom Dinner,Comedy,5.3,R,1h 29min,2017,Alethea Jones
Heart Parade,"Comedy, Romance",5.0,N/A,1h 48min,2022,Filip Zylber
Bad Seeds,"Comedy, Made in Europe",7.3,N/A,1h 40min,2018,Kheiron
Juanita,Drama,6.0,N/A,1h 30min,2019,Clark Johnson
Shirkers,Documentary,7.4,N/A,1h 36min,2018,Sandi Tan
In the Family,Comedy,7.7,PG-13,2h 4min,2017,Ozan Açıktan
All Good,"Drama, Comedy, Made in Europe",6.5,N/A,1h 33min,2018,Elena Hazanova
I Missed You,"Drama, Romance",5.7,N/A,1h 36min,2021,Mag Hsu
Journey to Greenland,"Drama, Comedy, Made in Europe",6.3,N/A,1h 38min,2016,Sébastien Betbeder
Not a Game,"Documentary, Drama",7.0,N/A,1h 32min,2020,José Gómez
Toni Morrison: The Pieces I Am,Documentary,7.7,PG-13,1h 59min,2019,Timothy Greenfield-Sanders
Todd Glass: Act Happy,Comedy,5.1,N/A,1h 2min,2018,Scott Moran
Nigerian Prince,"Drama, Mystery & Thriller, Crime",5.9,N/A,1h 44min,2018,Faraday Okoro
David Cross: Making America Great Again,Comedy,6.6,N/A,1h 14min,2016,Alex Coletti
"Love, Surreal and Odd","Comedy, Romance",5.6,G,1h 35min,2017,Yılmaz Erdoğan
Lynne Koplitz: Hormonal Beast,Comedy,6.3,N/A,51min,2017,Marcus Raboy
Stand by Me Doraemon 2,"Science-Fiction, Animation, Comedy, Drama, Kids & Family, Fantasy",7.5,PG,1h 36min,2020,Ryuichi Yagi
World Famous Lover,"Drama, Comedy, Romance",5.0,N/A,2h 36min,2020,Kranthi Madhav
Todo lo que sería Lucas Lauriente,Comedy,7.0,N/A,1h 18min,2018,Raúl Campos
Cinema Bandi,"Drama, Comedy",7.9,N/A,1h 38min,2021,Praveen Kandregula
El límite infinito,Documentary,N/A,N/A,47min,2020,Pablo Aulita
The Seventh Day,Horror,4.5,R,1h 27min,2021,Justin P. Lange
Lift Like a Girl,Documentary,7.7,N/A,1h 33min,2020,Mayye Zayed
Ip Man 4: The Finale,"Drama, Action & Adventure, History",7.0,PG,1h 45min,2019,Wilson Yip
Kidnapping Stella,"Mystery & Thriller, Crime",4.9,N/A,1h 29min,2019,Thomas Sieben
Someone Great,"Comedy, Romance",6.1,R,1h 32min,2019,Jennifer Kaytin Robinson
Chennai Express,"Comedy, Drama, Romance, Action & Adventure",6.1,PG-13,2h 21min,2013,Rohit Shetty
Dragons: Rescue Riders: Secrets of the Songwing,"Animation, Kids & Family, Comedy, Fantasy, Action & Adventure",5.1,N/A,46min,2020,Steve Evangelatos
A California Christmas: City Lights,"Comedy, Drama, Romance",5.5,PG-13,1h 45min,2021,Shaun Paul Piccinino
School Life,"Comedy, Drama, Made in Europe",6.5,N/A,1h 51min,2019,Grand Corps Malade
Like Father,"Comedy, Drama",6.1,R,1h 43min,2018,Lauren Miller
The Four of Us,"Comedy, Romance, Drama",5.3,N/A,1h 28min,2021,Florian Gottschick
100 Meters,"Comedy, Drama, Made in Europe",7.5,N/A,1h 48min,2016,Marcel Barrena
Holiday on Mars,"Science-Fiction, Comedy",2.7,N/A,1h 33min,2020,Neri Parenti
Virunga,"Documentary, War & Military",8.2,N/A,1h 30min,2014,Orlando von Einsiedel
Article 15,"Crime, Drama, Mystery & Thriller",8.1,N/A,2h 10min,2019,Anubhav Sinha
Kuntilanak,"Comedy, Horror, Kids & Family",4.6,N/A,1h 45min,2018,Rizal Mantovani
The Resurrection of Gavin Stone,"Drama, Romance, Comedy, Kids & Family",6.2,PG,1h 31min,2017,Dallas Jenkins
Thalaivii,Drama,5.9,G,2h 33min,2021,A. L. Vijay
The Grizzlies,"Drama, Sport",7.5,R,1h 46min,2019,Miranda de Pencier
Thomas & Friends: The Mystery of Lookout Mountain,Animation,7.4,G,1h 15min,2022,Campbell Bryer
Blue Dream: The Road to Wembley,"Documentary, Sport",7.0,N/A,1h 1min,2021,Manuele Mandolesi
A Silent Voice: The Movie,"Animation, Drama, Romance, Kids & Family",8.1,PG-13,2h 9min,2016,Naoko Yamada
Andre and His Olive Tree,Documentary,6.6,N/A,1h 44min,2020,Josiah Ng
Rise: Ini Kalilah,"Drama, Crime, History",5.0,N/A,1h 42min,2018,N/A
Mo Amer: The Vagabond,"Comedy, Documentary",7.3,N/A,56min,2018,Stan Lathan
Fadily Camara: La plus drôle de tes copines,Comedy,5.8,N/A,54min,2019,Thierry Gautier
Dorasani,"Drama, Romance",5.8,N/A,2h 10min,2019,KVR Mahendra
Tarung Sarung,"Drama, Action & Adventure, Sport, Mystery & Thriller",6.0,N/A,1h 55min,2020,Archie Hekagery
Jani Dueñas: Grandes fracasos de ayer y hoy,Comedy,4.9,N/A,1h 17min,2018,Raúl Campos
Sniper: Ghost Shooter,"Action & Adventure, Drama, War & Military",N/A,R,1h 40min,2016,Don Michael Paul
Wave of Cinema: Surat Dari Timur,Music & Musical,N/A,N/A,57min,2020,Saron Sakina
Love or Money,"Romance, Comedy, Drama",6.2,N/A,1h 56min,2021,Mae Cruz-Alviar
Mowgli: Legend of the Jungle,"Drama, Fantasy",6.5,PG-13,1h 45min,2018,Andy Serkis
Beckett,"Mystery & Thriller, Action & Adventure, Crime, Drama",5.7,R,1h 48min,2021,Ferdinando Cito Filomarino
The Invisible Guardian,"Mystery & Thriller, Crime, Made in Europe",6.4,N/A,2h 9min,2017,Fernando González Molina
Secret Obsession,"Mystery & Thriller, Drama",4.4,N/A,1h 37min,2019,Peter Sullivan
Godzilla: City on the Edge of Battle,"Animation, Science-Fiction, Action & Adventure",5.8,PG-13,1h 41min,2018,Hiroyuki Seshita
Hold the Dark,"Mystery & Thriller, Horror, Action & Adventure, Crime, Drama",5.6,N/A,2h 5min,2018,Jeremy Saulnier
Rose Island,"Comedy, Drama",7.0,N/A,1h 57min,2020,Sydney Sibilia
The Call,"Mystery & Thriller, Science-Fiction, Drama, Crime, Horror",7.1,N/A,1h 52min,2020,Lee Chung-hyun
Eli,"Horror, Mystery & Thriller, Drama",5.8,R,1h 38min,2019,Ciarán Foy
Sierra Burgess Is a Loser,"Comedy, Drama, Romance",5.8,PG-13,1h 45min,2018,Ian Samuels
The Boss Baby: Get That Baby!,Comedy,N/A,N/A,24min,2020,N/A
Sahara,"Comedy, Kids & Family, Romance, Animation, Drama, Made in Europe",5.5,N/A,1h 26min,2017,Pierre Coré
Shanghai Fortress,"Science-Fiction, War & Military, Action & Adventure",4.4,N/A,1h 47min,2019,Teng Huatao
Circle,"Mystery & Thriller, Drama, Horror, Science-Fiction, Made in Europe",6.0,N/A,1h 27min,2015,Mario Miscione
Lady J,"Romance, Drama, Made in Europe",6.8,N/A,1h 50min,2018,Emmanuel Mouret
Unicorn Store,"Drama, Comedy, Fantasy",5.6,N/A,1h 32min,2017,Brie Larson
Kumari,"Mystery & Thriller, Horror",6.4,N/A,2h 17min,2022,N/A
Schumacher,"Documentary, Sport",7.4,N/A,1h 52min,2021,Hanns-Bruno Kammertöns
On Body and Soul,"Drama, Fantasy, Romance",7.5,N/A,1h 56min,2017,Ildikó Enyedi
Private Life,"Drama, Comedy",7.2,R,2h 3min,2018,Tamara Jenkins
What the Health,Documentary,7.4,N/A,1h 37min,2017,Keegan Kuhn
Tamasha,"Romance, Comedy, Drama",7.3,PG,2h 19min,2015,Imtiaz Ali
Octonauts and the Caves of Sac Actun,"Animation, Comedy, Kids & Family",6.2,N/A,1h 12min,2020,Blair Simmons
Advantageous,"Drama, Kids & Family, Science-Fiction",6.2,N/A,1h 32min,2015,Jennifer Phang
Heroin(e),Crime,N/A,N/A,39min,2017,Elaine McMillion Sheldon
The Insomnia Club,"Comedy, Drama",6.3,PG-13,1h 24min,2018,Joseduardo Giordano
Tribhanga,"Drama, Kids & Family",6.2,N/A,1h 35min,2021,Renuka Shahane
Extremis,Documentary,N/A,N/A,24min,2016,Dan Krauss
"The Other One: The Long, Strange Trip of Bob Weir","Documentary, Music & Musical",7.3,N/A,1h 25min,2014,Mike Fleiss
Niyazi Gül Dörtnala,"Comedy, Drama, Action & Adventure",4.5,PG,1h 46min,2015,Hakan Algül
Rooting for Roona,Documentary,N/A,N/A,40min,2020,Akshay Shankar
Aurora,"Horror, Mystery & Thriller",4.4,N/A,1h 50min,2018,Yam Laranas
London Hughes: To Catch A D*ck,Comedy,4.7,N/A,1h 0min,2020,Kristian Mercado Figueroa
The Unknown Saint,"Drama, Comedy, Crime",6.5,N/A,1h 40min,2020,Alaa Eddine Aljem
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,Documentary,7.1,PG-13,13min,2019,N/A
Ms. Pat: Y'all Wanna Hear Something Crazy?,Comedy,6.1,R,54min,2022,Robert Townsend
Chaman Bahar,"Drama, Comedy",6.9,N/A,1h 51min,2020,Apurva Dhar Badgaiyann
One in a Billion,Documentary,6.7,N/A,1h 10min,2016,N/A
Gurgaon,"Mystery & Thriller, Crime",6.4,N/A,1h 47min,2017,Shanker Raman
Once Again,"Drama, Romance, Made in Europe",7.0,N/A,1h 41min,2019,Kanwal Sethi
Soa,"Documentary, Drama",6.3,N/A,1h 11min,2020,Raquel Castro
Mirage,"Mystery & Thriller, Drama, Romance, Fantasy, Made in Europe",7.4,R,2h 9min,2018,Oriol Paulo
Pan,"Fantasy, Action & Adventure, Comedy, Kids & Family",5.7,PG,1h 51min,2015,Joe Wright
Trolls Holiday,"Fantasy, Animation, Romance, Comedy, Kids & Family",6.1,PG,26min,2017,Joel Crawford
"I, Frankenstein","Horror, Mystery & Thriller, Action & Adventure, Fantasy, Science-Fiction",5.1,PG-13,1h 32min,2014,Stuart Beattie
Errementari: The Blacksmith and the Devil,"Drama, Horror, Mystery & Thriller, Fantasy, Made in Europe",6.4,N/A,1h 38min,2018,Paul Urkijo Alijo
The Wolf's Call,"Mystery & Thriller, Action & Adventure, Science-Fiction, Drama, War & Military, Made in Europe",6.9,N/A,1h 55min,2019,Antonin Baudry
Collateral Beauty,"Drama, Romance",6.7,PG-13,1h 34min,2016,David Frankel
You Get Me,"Mystery & Thriller, Drama, Crime, Romance",4.7,N/A,1h 29min,2017,Brent Bonacorso
Headshot,"Mystery & Thriller, Action & Adventure, Drama",6.3,N/A,1h 57min,2016,Timo Tjahjanto
IO,"Science-Fiction, Drama, Romance",4.8,PG-13,1h 36min,2019,Jonathan Helpert
Silver Skates,"Drama, Kids & Family, History, Romance",7.1,N/A,2h 16min,2020,Michael Lockshin
The Guide to the Perfect Family,"Drama, Comedy",6.4,N/A,1h 42min,2021,Ricardo Trogi
Velvet Buzzsaw,"Horror, Mystery & Thriller, Comedy",5.7,R,1h 52min,2019,Dan Gilroy
Norm of the North,"Comedy, Kids & Family, Animation",3.4,PG,1h 26min,2016,Trevor Wall
Prayers for the Stolen,Drama,7.3,R,1h 50min,2021,Tatiana Huezo
Misha and the Wolves,"Documentary, Drama",6.7,PG-13,1h 30min,2021,Sam Hobkinson
Unknown Origins,"Crime, Drama, Mystery & Thriller, Comedy, Action & Adventure",6.1,N/A,1h 36min,2020,David Galán Galindo
Brain on Fire,"Drama, Made in Europe",6.6,PG-13,1h 28min,2017,Gerard Barrett
The Tribe,"Comedy, Kids & Family, Made in Europe",5.8,N/A,1h 30min,2018,Fernando Colomo
Dear Ex,"Comedy, Drama, Romance",7.3,N/A,1h 40min,2018,Mag Hsu
Barry,Drama,6.0,N/A,1h 44min,2016,Vikram Gandhi
Earthquake Bird,"Mystery & Thriller, Crime, Drama, Romance",6.0,R,1h 47min,2019,Wash Westmoreland
The Man Who Feels No Pain,"Comedy, Drama, Action & Adventure",7.3,PG,2h 14min,2019,Vasan Bala
Octonauts: The Ring of Fire,Animation,6.5,G,1h 12min,2021,Blair Simmons
Mohenjo Daro,"Action & Adventure, Drama, History, Romance",5.6,N/A,2h 35min,2016,Ashutosh Gowariker
Notes for My Son,Drama,6.4,N/A,1h 23min,2020,Carlos Sorín
And Tomorrow the Entire World,"Drama, Romance, Crime",6.0,N/A,1h 51min,2021,Julia von Heinz
Dhanak,"Comedy, Drama",7.9,N/A,1h 46min,2015,Nagesh Kukunoor
